35858900;131789935;182356394;117956184;92570320;28246888;53617766;177544334;96071509;301498939;2311240897;1225308556;260693581;1384881066;72168302;158319473;78173585;120779368;38412499;102500630;109806276;464462144;204176794
37479431;123151487;180052726;116321754;83871185;26738088;52325043;172428632;100098823;307736770;2310759553;1213286805;266988025;1371745701;67890118;156133121;75680444;117290064;37748667;94993855;103243200;449477935;191829697
34738374;114886335;167259025;108268305;86835609;21384712;52961699;166000201;90602408;296349775;2173037485;1138801908;269022137;1306952725;61555657;147523839;68525248;104701790;36232625;88402448;95788437;430708669;187796681
35958460;115778743;176762682;115193854;88650553;30507482;51877355;184129509;102436157;318525780;2289491499;1173240247;303246923;1338080426;75078868;157070793;82422378;125025847;39467540;99104595;114954719;474263166;204754817
34807028;115652123;168398616;110777322;81294997;26612839;51331716;171260255;91346810;290997768;2210983238;1174037791;241858992;1248359366;65465311;145148181;69474020;104591028;34232360;88954990;92023879;409790169;181774499
37220945;116839306;189749609;118222093;94214481;29211268;52650293;179635794;105149912;316423735;2376907400;1267067564;273531326;1400774699;73740428;161184075;79514087;118077404;37654721;96034399;111726060;471879633;208078595
36538443;118941740;178639007;118208577;93422404;19568773;55102970;182434899;102715769;318703598;2300889343;1234468416;296828637;1419349831;72727660;161437402;79394383;120563257;39887610;98839821;112324020;471378846;209372573
35058728;111975503;176271444;113651041;87654037;27595311;50457106;174729027;92703501;314483563;2254842370;1149365283;243055391;1290227528;64559360;153674878;71057039;106574450;32121859;93477504;92173000;438226980;192283585
35693008;121274099;182640016;113920634;88640068;20158655;57662314;179926735;98035335;306321052;2272566884;1208882288;267332870;1366880332;67574071;153803255;73524804;112384823;39906041;89947091;86957224;446956954;199600834
35996812;114295922;171215215;116518310;91667058;29431041;54632147;183418745;95402141;317175879;2314641527;1245339627;293058726;1390127949;67925821;155237908;76290497;115132533;36094019;95918191;103464868;462462890;204200643
34704520;104472032;172021013;111756873;86782453;22468153;54703270;174698580;94841876;299521041;2160838124;1108645265;302722808;1265692899;66872325;149084687;73579480;112872200;39823410;93731801;101844937;447283707;198748993
36814199;102163293;172674976;115066082;80806557;18528247;50008973;179612345;92600903;322592383;2311848242;1249816136;287938214;1346998720;71297005;160558618;77290432;117986486;40303810;97421460;109786901;466469023;202613887
36589377;121136672;175273739;113859564;84853706;28031942;50467264;170502548;93787700;308163491;2204766870;1198616080;204907051;1301021543;69451245;154665438;77514348;111277518;33937998;93638170;103053383;432013904;197015745
36446175;110795322;164530910;115942819;91060559;30123486;53753959;178566584;95814016;305061093;2311818160;1216366781;294280868;1380877493;67896093;156711386;76687341;117742000;39037230;97405694;110509262;466038082;203483879
34472115;101349158;176301872;109809159;86680983;24553243;51858583;169280038;95683867;298777539;2216447913;1186291613;249632055;1357260415;62949900;147914126;68495324;104733257;33668438;87948313;92318748;419362728;179365582
35196002;119734765;173937717;112934959;81266173;26791656;53435106;171008118;90087598;307482337;2218494918;1134099113;212535756;1291239025;61862271;152038087;65056352;91817575;31259389;85695523;71575494;415863676;195103930
36196173;117041555;177757583;113784395;88715239;27106030;52060322;171603797;94966987;306607231;2271812201;1199259847;252537881;1291561742;63263105;149237864;69924763;110681177;37919293;93670403;99513486;449850373;195285107
35489943;97788123;162916985;112933869;83211566;27737270;51101205;178470603;90947120;299587013;2257036159;1196298692;275423111;1362689045;66284336;149259198;74732906;109669514;39965415;91398902;103663496;452544333;196689129
36279323;110022366;175658286;112941299;88386443;20908289;54555385;172773943;87283496;303168296;2252743264;1213722565;266911424;1340099231;60869090;149812425;66572645;98093900;36127047;86189168;84399436;438346637;194412677
35647618;94995240;158205891;115609541;85553922;16015055;49715344;169736133;90063262;319726756;2322425437;1267954475;230919020;1314176606;60686624;156173557;64505524;99060187;28910566;92335582;81535018;438852518;202671108
36168591;97537907;164929806;112000161;73873046;15173884;51570538;169096913;82246831;306202725;2222197894;1190892639;199403656;1302660876;59017055;154473660;61147800;80315459;25841243;73210982;53997256;407855232;195000836
36040818;100778080;166696177;117560292;88029346;29316759;51756472;179055593;93448604;321826767;2277663216;1219066985;294873531;1381617178;66744361;158402482;75908581;111552168;37481328;98458982;106173345;465383918;200992653
